exchange,type,rank,symbol,name,price,price_change_24h,price_change_percentage_24h,volume_24h,market_cap,timestamp
bybit,gainer,30,RENDER,RENDER,3.124,0.1477652,4.73,2164176.85512,,2025-06-28T01:14:17.329154
bybit,gainer,31,VELO,VELO,0.013037,0.0006075242,4.66,1164349.59858604,,2025-06-28T01:14:17.329161
bybit,gainer,32,MILK,MILK,0.06341,0.0028978369999999995,4.569999999999999,3632956.850601,,2025-06-28T01:14:17.329168
bybit,gainer,33,SPK,SPK,0.03903,0.001768059,4.53,7077532.059141,,2025-06-28T01:14:17.329175
bybit,gainer,34,WEN,WEN,2.921e-05,1.261872e-06,4.32,58199.4228930276,,2025-06-28T01:14:17.329182
bybit,gainer,35,CATS,CATS,3.094e-06,1.31495e-07,4.25,18206.663547176,,2025-06-28T01:14:17.329189
bybit,gainer,36,GPS,GPS,0.02907,0.0012180329999999999,4.19,844072.090101,,2025-06-28T01:14:17.329196
bybit,gainer,37,ALT,ALT,0.02671,0.001113807,4.17,629056.6605508,,2025-06-28T01:14:17.329203
bybit,gainer,38,MV,MV,0.006408,0.0002646504,4.130000000000001,30635.48393798,,2025-06-28T01:14:17.329210
bybit,gainer,39,CHILLGUY,CHILLGUY,0.04532,0.001853588,4.09,1450013.679393,,2025-06-28T01:14:17.329217
bybit,gainer,40,NXPC,NXPC,0.9119,0.036476,4.0,1545223.79504,,2025-06-28T01:14:17.329223
bybit,gainer,41,NS,NS,0.13577,0.005118529,3.7699999999999996,121200.4023,,2025-06-28T01:14:17.329230
bybit,gainer,42,MOVE,MOVE,0.1861,0.00694153,3.73,7700292.78525,,2025-06-28T01:14:17.329237
bybit,gainer,43,AKI,AKI,0.007449,0.00027486810000000003,3.6900000000000004,341738.28967683,,2025-06-28T01:14:17.329244
bybit,gainer,44,BEAM,BEAM,0.005416,0.0001971424,3.64,625806.5671136,,2025-06-28T01:14:17.329251
bybit,gainer,45,PIRATE,PIRATE,0.04086,0.001483218,3.63,68324.3916161,,2025-06-28T01:14:17.329258
bybit,gainer,46,IZI,IZI,0.004806,0.00017205480000000002,3.58,47332.37108198,,2025-06-28T01:14:17.329265
bybit,gainer,47,SUI,SUI,2.7166,0.09698262,3.5700000000000003,22046170.548806,,2025-06-28T01:14:17.329272
bybit,gainer,48,BRAWL,BRAWL,6.8e-05,2.38e-06,3.5000000000000004,56645.0220928957,,2025-06-28T01:14:17.329279
bybit,gainer,49,KDA,KDA,0.3838,0.013356239999999998,3.4799999999999995,142227.977677,,2025-06-28T01:14:17.329286
bybit,gainer,50,SKATE,SKATE,0.0415,0.0014400500000000002,3.47,1236221.913921,,2025-06-28T01:14:17.329293
bybit,loser,1,MON,MON,0.01966,-0.000731352,-3.7199999999999998,251739.7214764,,2025-06-28T01:14:17.329301
bybit,loser,2,MBOX,MBOX,0.04591,-0.001712443,-3.73,22588.5707972,,2025-06-28T01:14:17.329308
bybit,loser,3,TIA,TIA,1.415,-0.0539115,-3.81,5821166.0424,,2025-06-28T01:14:17.329315
bybit,loser,4,NEIRO,NEIRO,0.07519,-0.003015119,-4.01,845891.933814,,2025-06-28T01:14:17.329322
bybit,loser,5,OBT,OBT,0.00662,-0.00026877199999999997,-4.06,111167.060097,,2025-06-28T01:14:17.329329
bybit,loser,6,MOJO,MOJO,0.001342,-5.46194e-05,-4.07,46691.40602236,,2025-06-28T01:14:17.329352
bybit,loser,7,A8,A8,0.0967,-0.0039356899999999995,-4.07,81682.600126,,2025-06-28T01:14:17.329360
bybit,loser,8,SMILE,SMILE,0.02004,-0.0008336639999999999,-4.16,41168.356312,,2025-06-28T01:14:17.329367
bybit,loser,9,CUDIS,CUDIS,0.05317,-0.00223314,-4.2,1301776.185767,,2025-06-28T01:14:17.329374
bybit,loser,10,MODE,MODE,0.00211,-8.904199999999999e-05,-4.22,209363.69994905,,2025-06-28T01:14:17.329381
bybit,loser,11,NIBI,NIBI,0.01418,-0.00060265,-4.25,21873.4077599,,2025-06-28T01:14:17.329388
bybit,loser,12,EGP1,EGP1,0.8789,-0.03744114,-4.26,54248.819164,,2025-06-28T01:14:17.329394
bybit,loser,13,SHRAP,SHRAP,0.003884,-0.0001681772,-4.33,32881.10870523,,2025-06-28T01:14:17.329401
bybit,loser,14,OIK,OIK,0.0681,-0.0031053599999999997,-4.5600000000000005,12602.249607,,2025-06-28T01:14:17.329408
bybit,loser,15,MNRY,MNRY,0.00719,-0.000333616,-4.64,93862.3001411,,2025-06-28T01:14:17.329415
bybit,loser,16,ORT,ORT,0.003696,-0.0001788864,-4.84,30917.13900975,,2025-06-28T01:14:17.329422
bybit,loser,17,BDXN,BDXN,0.03028,-0.001592728,-5.26,1650861.32156,,2025-06-28T01:14:17.329429
bybit,loser,18,LAYER,LAYER,0.6376,-0.03372904,-5.29,376758.27841,,2025-06-28T01:14:17.329436
bybit,loser,19,WEMIX,WEMIX,0.3788,-0.02053096,-5.42,30524.4529497,,2025-06-28T01:14:17.329443
bybit,loser,20,SALD,SALD,0.0001931,-1.058188e-05,-5.48,34814.47244763,,2025-06-28T01:14:17.329450
bybit,loser,21,LA,LA,0.4837,-0.02665187,-5.510000000000001,2207964.363288,,2025-06-28T01:14:17.329457
bybit,loser,22,AO,AO,13.246,-0.7325038,-5.53,116509.582277,,2025-06-28T01:14:17.329464
bybit,loser,23,SPX,SPX,1.1456,-0.06392448,-5.58,11948621.81837,,2025-06-28T01:14:17.329471
bybit,loser,24,SIDUS,SIDUS,0.000754,-4.22994e-05,-5.609999999999999,73399.955482325,,2025-06-28T01:14:17.329478
bybit,loser,25,XEM,XEM,0.00437,-0.00024559399999999997,-5.62,102278.5793096,,2025-06-28T01:14:17.329485
bybit,loser,26,GRASS,GRASS,1.12,-0.06406400000000001,-5.72,3526330.15944,,2025-06-28T01:14:17.329492
bybit,loser,27,PERP,PERP,0.2162,-0.012431500000000002,-5.75,179534.032795,,2025-06-28T01:14:17.329498
bybit,loser,28,ZKL,ZKL,0.01702,-0.000980352,-5.76,884467.48093,,2025-06-28T01:14:17.329505
bybit,loser,29,KASTA,KASTA,0.009721,-0.0005638180000000001,-5.800000000000001,53961.1328876,,2025-06-28T01:14:17.329512
bybit,loser,30,DMAIL,DMAIL,0.07963,-0.004976875,-6.25,401686.6930624,,2025-06-28T01:14:17.329519
bybit,loser,31,SAHARA,SAHARA,0.08391,-0.0054793229999999995,-6.529999999999999,2000793.013349,,2025-06-28T01:14:17.329526
bybit,loser,32,TRC,TRC,0.0001699,-1.1213400000000002e-05,-6.6000000000000005,2834.665392225,,2025-06-28T01:14:17.329533
bybit,loser,33,FMC,FMC,0.0003171,-2.1372540000000002e-05,-6.74,11546.401865263,,2025-06-28T01:14:17.329539
bybit,loser,34,FOXY,FOXY,0.00165,-0.000115335,-6.99,158235.74352815,,2025-06-28T01:14:17.329568
bybit,loser,35,MCRT,MCRT,0.0004142,-3.0029499999999998e-05,-7.249999999999999,91492.207386357,,2025-06-28T01:14:17.329575
bybit,loser,36,FUEL,FUEL,0.00719,-0.000562258,-7.82,231138.389155,,2025-06-28T01:14:17.329582
bybit,loser,37,STREAM,STREAM,0.11644,-0.009501504000000001,-8.16,26898.7371099,,2025-06-28T01:14:17.329589
bybit,loser,38,TGT,TGT,0.01606,-0.001438976,-8.959999999999999,123999.643049,,2025-06-28T01:14:17.329596
bybit,loser,39,W,W,0.0633,-0.005728649999999999,-9.049999999999999,5035376.959634,,2025-06-28T01:14:17.329602
bybit,loser,40,SPEC,SPEC,0.681,-0.06510360000000001,-9.56,1436292.53112,,2025-06-28T01:14:17.329610
bybit,loser,41,VRTX,VRTX,0.01367,-0.001424414,-10.42,165373.2119996,,2025-06-28T01:14:17.329616
bybit,loser,42,APP,APP,0.00652,-0.0007126359999999999,-10.93,104619.67362876,,2025-06-28T01:14:17.329623
bybit,loser,43,LMWR,LMWR,0.07561,-0.009307591,-12.31,312541.3787065,,2025-06-28T01:14:17.329630
bybit,loser,44,AEG,AEG,0.000895,-0.00011196449999999998,-12.509999999999998,33094.82603359,,2025-06-28T01:14:17.329637
bybit,loser,45,CTA,CTA,0.05181,-0.006559146,-12.659999999999998,1177210.8792171,,2025-06-28T01:14:17.329644
bybit,loser,46,HLG,HLG,0.0001505,-2.43208e-05,-16.16,53922.420150777,,2025-06-28T01:14:17.329651
bybit,loser,47,PINEYE,PINEYE,9.22e-05,-1.505626e-05,-16.33,36467.00950509,,2025-06-28T01:14:17.329666
bybit,loser,48,MOZ,MOZ,0.001595,-0.000344201,-21.58,487290.808233,,2025-06-28T01:14:17.329674
bybit,loser,49,GUMMY,GUMMY,0.001662,-0.0003943926,-23.73,588488.44977844,,2025-06-28T01:14:17.329681
bybit,loser,50,XO,XO,0.00463,-0.001248248,-26.96,3216050.0871872,,2025-06-28T01:14:17.329687
